PL_NAME,SPEC_PATH,SPEC_TYPE,BIBCODE,AUTHORS,NUM_DATAPOINTS,INSTRUMENT,FACILITY,MINWAVELNG,MAXWAVELNG,MINTRANMID,MAXTRANMID,NOTE
WASP-39 b,44/51/89/99/WASP_39_b_3.11466_5502_1.tbl,Transmission,2024NatAs...8.1008C,Carter et al. 2024,49,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.4328,3.9883,null,null,F322W2, R=100, limb darkening parameters fixed
WASP-39 b,79/08/90/61/WASP_39_b_3.11466_5502_3.tbl,Transmission,2024NatAs...8.1008C,Carter et al. 2024,27,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.633,0.8484,null,null,SOSS Order 2, R=100, limb darkening parameters fixed
WASP-39 b,84/82/56/56/WASP_39_b_3.11466_5502_2.tbl,Transmission,2024NatAs...8.1008C,Carter et al. 2024,108,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.8771,2.8048,null,null,SOSS Order 1, R=100, limb darkening parameters fixed
WASP-39 b,80/33/90/66/WASP_39_b_3.11466_5502_4.tbl,Transmission,2024NatAs...8.1008C,Carter et al. 2024,30,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7388,3.6865,null,null,G395H NRS1, R=100, limb darkening parameters fixed
WASP-39 b,40/24/96/78/WASP_39_b_3.11466_5502_6.tbl,Transmission,2024NatAs...8.1008C,Carter et al. 2024,147,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.5213,5.3441,null,null,PRISM, Native resolution, limb darkening parameters fixed, with dilution correction
WASP-39 b,24/13/86/82/WASP_39_b_3.11466_5502_5.tbl,Transmission,2024NatAs...8.1008C,Carter et al. 2024,29,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.8486,5.1279,null,null,G395H NRS2, R=100, limb darkening parameters fixed
WASP-39 b,92/32/34/11/WASP_39_b_3.11466_5352_3.tbl,Transmission,2024Natur.626..979P,Powell et al. 2024,28,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.125,11.875,null,null,Eureka Pipeline
