# Name: H2O
# Source: 10.1093/mnras/sty1877
# From file: /home/simon/Downloads/1H2-16O__POKAZATEL__R15000_0.3-50mu.xsec.TauREx.h5
# Selected xsec at p = 0.001 bar and T = 1000.0 K
# Binned using R=100
wavel [m],x-sec
1.559309577076535e-06,1.518497935338314e-23
1.5750853725834768e-06,7.063679341667307e-24
1.591020774449243e-06,5.6751044097521985e-24
1.6071173974380307e-06,4.332617017493045e-24
1.6233768726508776e-06,3.0540744239823182e-24
1.6398008476909434e-06,3.0565595782911385e-24
1.6563909868304612e-06,5.593403827324725e-24
1.6731489711793876e-06,9.42342873247989e-24
1.6900764988557466e-06,5.098993742486643e-24
1.7071752851577099e-06,9.260220824024657e-24
1.7244470627374044e-06,3.837722789921394e-23
1.7418935817764894e-06,4.3295585409230016e-23
1.7595166101635012e-06,1.678555309776271e-22
1.7773179336730058e-06,5.49396939030415e-22
1.7952993561465432e-06,1.0543870288502716e-21
1.8134626996754226e-06,9.32046636874961e-22
1.8318098047853558e-06,1.2817138470088201e-21
1.8503425306229567e-06,1.6021502822991938e-21
1.8690627551441408e-06,2.5149498206777837e-21
1.8879723753044163e-06,7.961053755991441e-22
1.9070733072511046e-06,1.3521699835113989e-21
1.926367486517513e-06,1.5579711412502302e-21
1.9458568682190598e-06,1.935498597976482e-21
1.965543427251395e-06,6.443435821975312e-22
1.9854291584905157e-06,4.081520300720508e-22
2.0055160769949134e-06,4.0969386171091164e-22
2.0258062182097656e-06,9.344575646995262e-23
2.0463016381731852e-06,4.930219345283614e-23
2.06700441372457e-06,2.5553844764691405e-23
2.0879166427150474e-06,1.6187864356789132e-23
2.1090404442200513e-06,1.2123136404934383e-23
2.1303779587540557e-06,1.0482552119916952e-23
2.1519313484874826e-06,1.0223651660384739e-23
2.173702797465793e-06,6.2590088668810765e-24
2.1956945118307984e-06,5.728124192829826e-24
2.217908720044217e-06,1.0467245564093749e-23
2.240347673113483e-06,1.842133620605945e-23
2.263013644819855e-06,2.4504395390633262e-23
2.2859089319488085e-06,3.648765110664352e-23
2.3090358545227884e-06,1.0264931405359762e-22
2.332396756036293e-06,7.774177293373833e-23
2.355994003693341e-06,1.0099484846351765e-22
2.3798299886473547e-06,1.0632670856064328e-22
2.4039071262434574e-06,2.428815050258573e-22
2.4282278562632144e-06,2.2590862626790183e-22
2.4527946431718734e-06,5.228170364451473e-22
2.4776099763680896e-06,2.1866006468915496e-21
2.502676370436178e-06,2.8460966586536383e-21
2.527996365400924e-06,7.27706665375542e-21
2.553572526984969e-06,1.6465581507238415e-20
2.5794074468687995e-06,1.50626756855373e-20
2.605503742953362e-06,1.068440414939726e-20
2.631864059625351e-06,9.740739044866324e-21
2.65849106802516e-06,5.117035930600408e-21
2.6853874663175546e-06,2.24295770352705e-20
2.712555979965086e-06,1.5236926228910786e-20
2.739999362004265e-06,1.0810218716091472e-20
2.7677203933245313e-06,3.0169824067290947e-20
2.7957218829500505e-06,6.919799192413193e-21
2.824006668324352e-06,8.392286006097101e-21
2.852577615597854e-06,2.305078162290167e-21
2.8814376199183047e-06,2.405117855775962e-21
2.910589605724139e-06,5.383696818952052e-21
2.9400365270408277e-06,5.091500307242717e-21
2.9697813677802116e-06,2.225559544644051e-21
2.9998271420428603e-06,1.6659403685022344e-21
3.0301768944235068e-06,1.837581926061244e-21
3.060833700319555e-06,1.6789491587250436e-21
3.091800666242722e-06,6.723893580969428e-22
3.123080930133821e-06,9.510955612537317e-22
3.1546776616807377e-06,3.456624033076581e-22
3.186594062639617e-06,6.860933963394652e-22
3.2188333671593053e-06,4.609881871065399e-22
3.2513988421090772e-06,3.033396318722801e-22
3.2842937874096667e-06,3.298738984964086e-22
3.31752153636766e-06,4.1729941083225e-22
3.351085456013259e-06,3.637886599468595e-22
3.384988947441477e-06,2.703685949499416e-22
3.419235446156769e-06,3.5122306116176683e-22
3.4538284224211662e-06,1.487485263710008e-22
3.4887713816059206e-06,1.2064943956521664e-22
3.5240678645467057e-06,6.020014274108836e-23
3.5597214479024276e-06,7.214039848257594e-23
3.5957357445176475e-06,2.2455446620637296e-23
3.6321144037886713e-06,2.4344722568408592e-23
3.668861112033365e-06,1.3263034437986535e-23
3.705979592864686e-06,9.149968700564905e-24
3.743473607568004e-06,1.574296251234945e-23
3.7813469554822445e-06,1.0022976048456625e-23
3.8196034743848786e-06,1.13482560692534e-23
3.858247040880811e-06,4.04472407003093e-24
3.897281570795209e-06,1.4255849558955643e-23
3.936711019570295e-06,7.45318797043802e-24
3.976539382666159e-06,8.148058258965827e-24
4.016770695965636e-06,1.390726524298182e-23
4.057409036183257e-06,3.3879727396824736e-23
4.098458521278359e-06,2.4399642476923714e-23
4.1399233108723465e-06,6.313747932936231e-23
4.181807606670227e-06,6.377669750840948e-23
4.224115652886358e-06,2.782016099312155e-22
4.26685173667451e-06,2.1662077857302843e-22
4.310020188562309e-06,1.7209086940358962e-22
4.353625382890062e-06,2.9203883025796824e-22
4.397671738253998e-06,2.0871624647065278e-22
4.442163717954028e-06,1.8602496581849218e-22
4.487105830446014e-06,6.350823323558544e-22
4.532502629798608e-06,2.2930925326014347e-22
4.578358716154747e-06,1.3331943839838192e-22
4.624678736197781e-06,4.2256815334280175e-22
4.671467383622333e-06,5.852063659719136e-22
4.71872939960991e-06,1.3495231155192376e-21
4.766469573309354e-06,3.746658859841174e-22
4.814692742322116e-06,1.369449802113494e-21
4.863403793192486e-06,1.3632810124971848e-21
4.912607661902726e-06,2.5184200102975887e-21
4.962309334373256e-06,1.9815755280945026e-21
5.012513846967883e-06,1.724573256087782e-21
5.063226287004159e-06,1.1082453107407822e-21
5.114451793268867e-06,3.361883447620022e-21
5.166195556538761e-06,8.073806965249314e-21
5.218462820106545e-06,4.830646827063758e-21
5.271258880312196e-06,6.193080252939898e-21
5.3245890870796445e-06,8.03865356639582e-21
5.378458844458899e-06,5.84748713563304e-21
5.4328736111736445e-06,1.2365240732949422e-20
5.48783890117438e-06,1.0231483804126545e-20
5.543360284197163e-06,2.1253388109204085e-20
5.599443386328012e-06,1.064861383393998e-20
5.656093890572996e-06,1.72381002232834e-20
5.713317537434086e-06,1.1746558231856468e-20
5.771120125490885e-06,3.166641255879715e-20
5.829507511988198e-06,1.6349566943437123e-20
5.88848561342956e-06,1.798736360493433e-20
5.948060406176746e-06,1.5466336620581112e-20
6.008237927055382e-06,1.7065905301717658e-20
6.0690242739666765e-06,1.3712576058878487e-20
6.1304256065053175e-06,5.082942746273603e-21
6.192448146583646e-06,1.926021093968391e-20
6.2550981790621204e-06,1.7918612446749056e-21
6.318382052386191e-06,1.5535821332219968e-21
6.382306179229598e-06,7.5241904107583e-21
6.446877037144158e-06,5.8567570191262e-20
6.5121011692161655e-06,1.022995644691689e-20
6.577985184729419e-06,4.602864359007789e-20
6.644535759834936e-06,4.278986635349764e-20
6.71175963822748e-06,4.851997501222083e-20
6.779663631828895e-06,1.8289583592303115e-20
6.848254621478373e-06,2.218237307436977e-20
6.917539557629704e-06,4.9524363590566644e-21
6.987525461055597e-06,1.6605503982748275e-20
7.058219423559072e-06,1.562530511027858e-20
7.129628608692115e-06,1.7638380112604892e-20
7.20176025248157e-06,6.2643255469485936e-21
7.2746216641623606e-06,9.62394192806869e-21
7.348220226918167e-06,1.9349788100098807e-20
7.422563398629569e-06,6.064607211277284e-21
7.497658712629777e-06,2.4861971048353375e-20
7.5735137784679885e-06,2.765966956654566e-20
7.650136282680475e-06,1.0660912921901285e-20
7.727533989569492e-06,2.431425618327517e-20
7.805714741990029e-06,1.4885920518636545e-21
7.884686462144552e-06,1.6322600400802284e-20
7.964457152385778e-06,4.0744746280335084e-21
8.04503489602756e-06,2.9617773072692766e-21
8.126427858163976e-06,3.3159487067068507e-21
8.208644286496741e-06,3.837387302629773e-21
8.291692512170949e-06,1.8649513415781934e-21
8.375580950619265e-06,1.0279024461997793e-21
8.460318102414691e-06,3.4709833884467924e-21
8.545912554131968e-06,6.6768316468638005e-22
8.63237297921763e-06,4.89257254985298e-22
8.719708138868928e-06,6.86120093743229e-22
8.807926882921612e-06,6.046289164957259e-22
8.897038150746688e-06,4.701336346056689e-22
8.98705097215627e-06,4.511150403509627e-22
9.077974468318605e-06,3.722222209134313e-22
9.169817852682301e-06,2.7227758115911903e-22
9.262590431909983e-06,4.058230773036316e-22
9.356301606821342e-06,3.2072011197403296e-22
9.450960873345706e-06,7.288266853730556e-22
9.54657782348434e-06,1.3297247598281438e-22
9.643162146282365e-06,4.475875184950006e-22
9.740723628810585e-06,3.4578617503382523e-22
9.839272157157244e-06,7.847363065699092e-22
9.938817717429812e-06,2.238523146877964e-22
1.0039370396766847e-05,2.0267051434468505e-22
1.0140940384360176e-05,5.682620769747634e-22
1.0243537972487416e-05,7.294151137997206e-22
1.0347173557554842e-05,7.250030513028649e-22
1.0451857641150908e-05,5.724162898088591e-22
1.0557600831110402e-05,2.308286610512147e-22
1.0664413842589354e-05,3.751036364660653e-22
1.0772307499150825e-05,9.48282141870624e-22
1.0881292733861641e-05,1.1520138798287829e-21
1.0991380590400314e-05,3.627201567697449e-21
1.1102582224176096e-05,8.019611516524556e-22
1.121490890345936e-05,3.9290807855105504e-22
1.1328372010523488e-05,2.776753315791226e-22
1.1442983042798192e-05,4.911416520602802e-22
1.1558753614034616e-05,4.756290840344598e-22
1.1675695455482168e-05,1.3096098638029665e-21
1.179382041707726e-05,1.1037729018684713e-21
1.1913140468644079e-05,6.834009802925506e-22
1.2033667701107534e-05,3.610716633875818e-22
1.2155414327718456e-05,3.6282426521731805e-22
1.2278392685291146e-05,1.469190394472465e-21
1.2402615235453538e-05,1.9011606703540146e-21
1.2528094565909932e-05,9.378436053513404e-22
1.2654843391716526e-05,5.7786325881637165e-21
1.2782874556569867e-05,3.1170958924191534e-21
1.2912201034108344e-05,2.662152128675325e-22
1.304283592922682e-05,3.180703824585362e-22
1.3174792479404527e-05,7.085381127381591e-22
1.330808405604651e-05,2.7437490130650998e-21
1.3442724165838563e-05,2.157699547742608e-21
1.3578726452115864e-05,1.550229569012075e-21
1.3716104696245496e-05,3.740273503800479e-21
1.3854872819022925e-05,2.8709072485109624e-21
1.3995044882082648e-05,1.700238672947192e-21
1.4136635089323047e-05,5.125021817024226e-21
1.427965778834575e-05,2.1668703485287508e-21
1.4424127471909431e-05,8.681899281055422e-21
1.4570058779398442e-05,1.932803097535725e-21
1.4717466498306238e-05,2.6794276666931136e-21
1.4866365565733793e-05,3.278317333226489e-20
1.5016771069903256e-05,2.0252747805822977e-20
1.5168698251686816e-05,1.3795060627645843e-20
1.532216250615113e-05,8.088025701920241e-21
1.5477179384117306e-05,1.2582841333805184e-20
1.563376459373673e-05,2.1958990447594508e-20
1.5791934002082732e-05,1.8139114009579753e-21
1.595170363675852e-05,3.6764908854454874e-20
1.6113089687521214e-05,6.0952284943805975e-21
1.6276108507922453e-05,1.6163015984290758e-20
1.6440776616965427e-05,3.0428136246783464e-20
1.6607110700778858e-05,2.1205409519517916e-20
1.6775127614307886e-05,3.229834680495879e-20
1.6944844383021846e-05,1.7974865654119e-20
1.7116278204639664e-05,1.2796604275027987e-20
1.7289446450872453e-05,6.872728101408508e-20
1.746436666918378e-05,2.6353460261811707e-21
1.764105658456788e-05,1.6665534292453522e-19
1.7819534101345724e-05,7.443170649599419e-21
1.7999817304979264e-05,9.015160401360776e-20
1.8181924463904074e-05,1.6862018189952546e-19
1.8365874031380584e-05,2.897428923855433e-20
1.8551684647363934e-05,6.737452196823442e-20
1.8739375140392764e-05,6.224566796460081e-20
1.8928964529497235e-05,2.0270161262432425e-19
1.912047202612618e-05,1.5940584046268727e-20
1.9313917036093908e-05,5.417821502454182e-20
1.9509319161546573e-05,1.6285988608113367e-19
1.9706698202948495e-05,4.1478285561200436e-21
1.9906074161088646e-05,1.160395776885871e-19
2.010746723910726e-05,5.563514307535612e-21
2.031089784454316e-05,9.120247492274508e-20
2.051638659140166e-05,3.8260701210590155e-20
2.0723954302243366e-05,9.006842027690697e-20
2.093362201029424e-05,8.042638123629952e-21
2.1145410961576904e-05,6.705885323837477e-20
2.13593426170635e-05,5.671830129903092e-20
2.157543865485045e-05,9.080495387452858e-21
2.1793720972355117e-05,2.019656080059235e-20
2.2014211688534648e-05,7.997045825966669e-21
2.223693314612742e-05,1.1466357255459159e-20
2.2461907913916974e-05,1.7957807175529717e-19
2.2689158789019062e-05,5.9530626702959515e-21
2.2918708799191632e-05,8.748378836633007e-21
2.3150581205168293e-05,2.432199829509022e-21
2.338479950301542e-05,5.2139816069241616e-20
2.362138742651298e-05,2.582317865153004e-20
2.386036894955959e-05,5.04735863555178e-19
2.4101768288601787e-05,5.184683250644906e-21
2.4345609905087946e-05,2.2559908658790784e-20
2.459191850794699e-05,1.0714543080403722e-20
2.484071905609221e-05,9.408607084816221e-20
2.5092036760950417e-05,3.39993533763647e-19
2.5345897089016613e-05,1.4896113895779656e-20
2.5602325764434616e-05,8.07073280356554e-20
2.5861348771603644e-05,9.947846285422985e-21
2.612299235781146e-05,1.7186934733923744e-21
2.6387283035894042e-05,2.5860609290643775e-21
2.6654247586922134e-05,1.8967007256018408e-18
2.6923913062915056e-05,6.819275310765077e-21
2.7196306789581923e-05,6.609705839809389e-20
2.7471456369090625e-05,2.1020424422538806e-21
2.774938968286478e-05,2.5098857347618118e-21
2.8030134894409015e-05,6.848824647125846e-20
2.8313720452162875e-05,1.9427734121036943e-19
2.860017509238351e-05,5.033981947907919e-21
2.8889527842057546e-05,1.4110288220507977e-19
2.9181808021842565e-05,1.7167072454494187e-20
2.947704524903805e-05,4.482506289898527e-20
2.9775269440586706e-05,1.5100241957840228e-20
3.0076510816105894e-05,1.2578722353591581e-21
3.0380799900949955e-05,5.995212187428596e-19
3.0688167529303325e-05,4.5353520625590446e-20
3.0998644847304986e-05,7.847091087974045e-20
3.131226331620469e-05,2.574921490735194e-19
3.162905471555087e-05,6.047557563642076e-20
3.194905114641093e-05,4.4567244573257286e-21
3.2272285034624144e-05,2.27025885302223e-20
3.25987891340875e-05,4.6418957769239325e-22
3.2928596530074564e-05,3.78752631720327e-20
3.326174064258815e-05,4.531217038068845e-20
3.359825522974679e-05,3.126239339505748e-21
3.393817439120564e-05,9.025399185078381e-21
3.428153257161163e-05,2.572937630097363e-20
3.462836456409406e-05,2.710299549931349e-21
3.497870551379004e-05,9.540974974865811e-21
3.5332590921405923e-05,8.665836802278331e-19
3.5690056646814686e-05,4.74625459024698e-21
3.605113891268964e-05,6.788704658260071e-19
3.6415874308174907e-05,1.0501840330832658e-20
3.678429979259304e-05,6.262478355896492e-21
3.715645269919035e-05,1.495240400414204e-20
3.753237073891968e-05,6.826712501065093e-21
3.7912092004261996e-05,6.940840440646788e-21
3.829565497308625e-05,1.621500463221338e-20
3.868309851254842e-05,4.1473822432259924e-22
3.9074461883030004e-05,2.3901899947548625e-21
3.946978474211626e-05,8.193474686973537e-21
3.986910714861493e-05,7.469245563480183e-22
4.027246956661541e-05,4.609270930953936e-20
4.067991286958905e-05,4.252877919682979e-20
4.109147834453088e-05,8.815506004694122e-19
4.1507207696143406e-05,4.485407662351626e-22
4.192714305106256e-05,5.359487181866072e-22
4.235132696212654e-05,1.2231858732502502e-21
4.2779802412687685e-05,1.6373337269756787e-20
4.321261282096806e-05,1.567167656138572e-18
4.364980204445913e-05,1.939869202020477e-20
4.409141438436596e-05,5.149508911493633e-19
4.453749459009628e-05,1.1695346359732388e-18
4.498808786379513e-05,4.0468375105959975e-19
4.544323986492513e-05,3.173981900966997e-20
4.5902996714893334e-05,7.711818553940932e-20
4.636740500172479e-05,4.9779293610372425e-20
4.683651178478333e-05,1.4492166656605926e-20
4.731036459954026e-05,2.3190032754711476e-19
4.778901146239127e-05,2.5524699349764278e-20
4.8272500875521825e-05,3.204332320508464e-20
4.876088183182213e-05,1.547959637688162e-20
4.925420381985174e-05,2.5912806597171975e-21
4.9752516828854115e-05,3.9482698824015825e-21
