# Name: NH3
# Source: 10.1093/mnras/stz2778
# From file: /home/simon/Downloads/14N-1H3__CoYuTe.R15000_0.3-50mu.xsec.TauREx.h5
# Selected xsec at p = 0.001 bar and T = 1000.0 K
# Binned using R=100
wavel [m],x-sec
1.1073700572012818e-06,8.507125330400154e-24
1.1185735050795865e-06,6.261256815718333e-24
1.1298903001118479e-06,5.134730051719933e-24
1.1413215890501613e-06,5.354262212430559e-24
1.1528685302485027e-06,7.94679611361659e-24
1.164532293780109e-06,1.7186229152667407e-23
1.1763140615560415e-06,3.442667002552837e-23
1.1882150274449577e-06,7.070960129724656e-23
1.2002363973940812e-06,9.929916597228894e-23
1.2123793895514027e-06,1.0182834338145028e-22
1.2246452343891238e-06,9.650549337433493e-23
1.2370351748283363e-06,7.304451735541422e-23
1.2495504663649738e-06,7.428906775559359e-23
1.2621923771970325e-06,4.667352123043656e-23
1.2749621883530782e-06,5.429987901300769e-23
1.2878611938220573e-06,9.199203397150139e-23
1.3008907006844186e-06,9.262000153378145e-23
1.31405202924456e-06,9.903709829734346e-23
1.3273465131646234e-06,8.983892604104573e-23
1.3407754995996298e-06,8.445327202846315e-23
1.354340349333995e-06,5.700580388402382e-23
1.3680424369194185e-06,4.505697517306621e-23
1.3818831508141684e-06,3.6094089966596665e-23
1.3958638935237752e-06,3.335732125194308e-23
1.4099860817431535e-06,6.5134427979157e-23
1.4242511465001572e-06,1.3012582236018812e-22
1.438660533300589e-06,1.4503941020019318e-22
1.4532157022746736e-06,2.4570799892217617e-22
1.467918128325018e-06,6.272906184885896e-22
1.482769301276066e-06,7.985633666079799e-22
1.497770726025062e-06,6.550744913696357e-22
1.5129239226945483e-06,9.191906514966093e-22
1.5282304267864022e-06,8.728933757587626e-22
1.5436917893374297e-06,7.436951407961391e-22
1.559309577076535e-06,5.093452089650467e-22
1.5750853725834768e-06,2.9573333678216657e-22
1.591020774449243e-06,1.9672905510307262e-22
1.6071173974380307e-06,1.4943337615974745e-22
1.6233768726508776e-06,1.6632769849036795e-22
1.6398008476909434e-06,1.6324808252738963e-22
1.6563909868304612e-06,1.355237077106247e-22
1.6731489711793876e-06,1.527593066729447e-22
1.6900764988557466e-06,1.5185120232543573e-22
1.7071752851577099e-06,1.6249017879449892e-22
1.7244470627374044e-06,1.050523678556373e-22
1.7418935817764894e-06,9.387198905467762e-23
1.7595166101635012e-06,6.522428427040347e-23
1.7773179336730058e-06,5.498120533198555e-23
1.7952993561465432e-06,3.9589263005797094e-23
1.8134626996754226e-06,4.599411431448809e-23
1.8318098047853558e-06,7.045465176161001e-23
1.8503425306229567e-06,1.1758444840206282e-22
1.8690627551441408e-06,2.299496346765317e-22
1.8879723753044163e-06,4.9171870180397245e-22
1.9070733072511046e-06,9.830825969693163e-22
1.926367486517513e-06,1.6870857934491346e-21
1.9458568682190598e-06,2.377448213608351e-21
1.965543427251395e-06,2.0449772301592225e-21
1.9854291584905157e-06,1.9958916372050233e-21
2.0055160769949134e-06,1.2658500282121193e-21
2.0258062182097656e-06,2.491431347290071e-21
2.0463016381731852e-06,1.4659158623938348e-21
2.06700441372457e-06,1.0581606684812316e-21
2.0879166427150474e-06,4.8099205966018405e-22
2.1090404442200513e-06,2.992769430784729e-22
2.1303779587540557e-06,2.9737978257260478e-22
2.1519313484874826e-06,6.433634482302252e-22
2.173702797465793e-06,1.784002773719247e-21
2.1956945118307984e-06,1.928662093277064e-21
2.217908720044217e-06,1.3200430497930805e-21
2.240347673113483e-06,2.4428766843948813e-21
2.263013644819855e-06,2.388528290341479e-21
2.2859089319488085e-06,3.2568827125285434e-21
2.3090358545227884e-06,3.149612563212063e-21
2.332396756036293e-06,2.73692336374121e-21
2.355994003693341e-06,2.3750382765296782e-21
2.3798299886473547e-06,2.311075253826643e-21
2.4039071262434574e-06,1.4934236384598654e-21
2.4282278562632144e-06,1.4123247658364061e-21
2.4527946431718734e-06,1.018084228411553e-21
2.4776099763680896e-06,8.890341855403568e-22
2.502676370436178e-06,7.676837873330179e-22
2.527996365400924e-06,4.825098928672907e-22
2.553572526984969e-06,3.1809588048189176e-22
2.5794074468687995e-06,2.9899315078706947e-22
2.605503742953362e-06,5.829544231668183e-22
2.631864059625351e-06,3.34836843855336e-22
2.65849106802516e-06,4.243611654765569e-22
2.6853874663175546e-06,7.966280564455551e-22
2.712555979965086e-06,7.540478110012016e-22
2.739999362004265e-06,1.161358011097084e-21
2.7677203933245313e-06,2.9936784663885527e-21
2.7957218829500505e-06,2.8781816422882837e-21
2.824006668324352e-06,3.388563133873193e-21
2.852577615597854e-06,3.733952776723437e-21
2.8814376199183047e-06,2.8358140505346974e-21
2.910589605724139e-06,3.512549713045591e-21
2.9400365270408277e-06,4.0274376342663986e-21
2.9697813677802116e-06,3.5694841943309095e-21
2.9998271420428603e-06,1.0093833718685342e-20
3.0301768944235068e-06,4.132494285231641e-21
3.060833700319555e-06,3.0336797496469984e-21
3.091800666242722e-06,3.3702240017657273e-21
3.123080930133821e-06,2.4323965664474933e-21
3.1546776616807377e-06,2.3517494020369602e-21
3.186594062639617e-06,1.9702049330785042e-21
3.2188333671593053e-06,1.2853068401548993e-21
3.2513988421090772e-06,1.1180662114756606e-21
3.2842937874096667e-06,7.97358977080365e-22
3.31752153636766e-06,5.979154192548072e-22
3.351085456013259e-06,4.560712485779011e-22
3.384988947441477e-06,3.687281435653278e-22
3.419235446156769e-06,2.8252406052047353e-22
3.4538284224211662e-06,2.271709569890918e-22
3.4887713816059206e-06,1.8632815606842172e-22
3.5240678645467057e-06,1.9428948540830354e-22
3.5597214479024276e-06,1.5696365429784488e-22
3.5957357445176475e-06,2.005545309643886e-22
3.6321144037886713e-06,2.701546170139751e-22
3.668861112033365e-06,4.288107970220667e-22
3.705979592864686e-06,4.344049932671151e-22
3.743473607568004e-06,3.2053645675209144e-22
3.7813469554822445e-06,5.884534097442217e-22
3.8196034743848786e-06,3.8755704703131874e-22
3.858247040880811e-06,4.3545391534477175e-22
3.897281570795209e-06,4.754077492970103e-22
3.936711019570295e-06,4.643871583529079e-22
3.976539382666159e-06,4.456527929958884e-22
4.016770695965636e-06,3.8983609127026697e-22
4.057409036183257e-06,4.923360658697489e-22
4.098458521278359e-06,5.3540265242502225e-22
4.1399233108723465e-06,3.72563313598893e-22
4.181807606670227e-06,4.1795299329663903e-22
4.224115652886358e-06,3.73573705662901e-22
4.26685173667451e-06,2.9206780382670706e-22
4.310020188562309e-06,2.6164623814240143e-22
4.353625382890062e-06,1.8831814658065583e-22
4.397671738253998e-06,1.9317833312975802e-22
4.442163717954028e-06,1.8122590143447102e-22
4.487105830446014e-06,1.3114849844712388e-22
4.532502629798608e-06,1.3558378367761124e-22
4.578358716154747e-06,1.260998810003681e-22
4.624678736197781e-06,1.326584881922591e-22
4.671467383622333e-06,1.00688708198822e-22
4.71872939960991e-06,1.1996349511008188e-22
4.766469573309354e-06,1.5051030567235052e-22
4.814692742322116e-06,1.6341660352968336e-22
4.863403793192486e-06,2.0746333110943884e-22
4.912607661902726e-06,2.8271758259784807e-22
4.962309334373256e-06,4.290686109373073e-22
5.012513846967883e-06,6.152945742997362e-22
5.063226287004159e-06,7.476800642207944e-22
5.114451793268867e-06,1.0945840872850469e-21
5.166195556538761e-06,1.2988147265830315e-21
5.218462820106545e-06,1.7200407732796556e-21
5.271258880312196e-06,2.6968222443208525e-21
5.3245890870796445e-06,2.4149184073324695e-21
5.378458844458899e-06,2.2531663240469138e-21
5.4328736111736445e-06,3.907846838518975e-21
5.48783890117438e-06,7.556576793114866e-21
5.543360284197163e-06,4.816628220540688e-21
5.599443386328012e-06,5.360408714922569e-21
5.656093890572996e-06,5.741034355022915e-21
5.713317537434086e-06,8.915914276620979e-21
5.771120125490885e-06,3.224863991724135e-21
5.829507511988198e-06,5.54081977976755e-21
5.88848561342956e-06,4.365831414348249e-21
5.948060406176746e-06,3.567689945971908e-21
6.008237927055382e-06,3.971876612191045e-21
6.0690242739666765e-06,7.785143271342528e-21
6.1304256065053175e-06,2.586231934454542e-20
6.192448146583646e-06,2.751737706415785e-20
6.2550981790621204e-06,2.085815000328059e-20
6.318382052386191e-06,1.7052723530530516e-20
6.382306179229598e-06,1.0980993917665461e-20
6.446877037144158e-06,6.5661157045712625e-21
6.5121011692161655e-06,6.886304322232932e-21
6.577985184729419e-06,1.2792532232690488e-20
6.644535759834936e-06,1.0012445997338705e-20
6.71175963822748e-06,1.4966468869130976e-20
6.779663631828895e-06,1.3291686064191033e-20
6.848254621478373e-06,1.6054355461451973e-20
6.917539557629704e-06,1.2584142160717097e-20
6.987525461055597e-06,1.142951168634217e-20
7.058219423559072e-06,1.5375492970600975e-20
7.129628608692115e-06,1.4734789742978034e-20
7.20176025248157e-06,9.652333995103851e-21
7.2746216641623606e-06,6.4387495948731325e-21
7.348220226918167e-06,6.006318273546947e-21
7.422563398629569e-06,6.20040353222491e-21
7.497658712629777e-06,6.5393350335392884e-21
7.5735137784679885e-06,9.435060656153843e-21
7.650136282680475e-06,5.751981845358952e-21
7.727533989569492e-06,9.748716035415631e-21
7.805714741990029e-06,9.415108556677681e-21
7.884686462144552e-06,1.291731770934181e-20
7.964457152385778e-06,8.928426647314292e-21
8.04503489602756e-06,1.9182091256434752e-20
8.126427858163976e-06,2.1741697347125552e-20
8.208644286496741e-06,2.2277305779433534e-20
8.291692512170949e-06,5.98642134601988e-21
8.375580950619265e-06,2.4078234547029608e-20
8.460318102414691e-06,3.8773979723585247e-20
8.545912554131968e-06,9.671042194012588e-21
8.63237297921763e-06,6.187478580535373e-20
8.719708138868928e-06,1.879380658836581e-20
8.807926882921612e-06,5.1531525245941544e-20
8.897038150746688e-06,3.172878404721238e-20
8.98705097215627e-06,2.181613349474303e-20
9.077974468318605e-06,3.235644570649671e-20
9.169817852682301e-06,3.766258717459912e-20
9.262590431909983e-06,3.524957896519372e-20
9.356301606821342e-06,1.3413029932044492e-20
9.450960873345706e-06,1.3675738207491145e-20
9.54657782348434e-06,1.352085045507385e-20
9.643162146282365e-06,2.524044224939957e-20
9.740723628810585e-06,9.26772943806958e-21
9.839272157157244e-06,9.757456257755084e-21
9.938817717429812e-06,1.989330171329533e-20
1.0039370396766847e-05,1.8060106666823835e-20
1.0140940384360176e-05,8.535009418181518e-21
1.0243537972487416e-05,1.2258778035967737e-20
1.0347173557554842e-05,1.491591409366169e-19
1.0451857641150908e-05,1.216225897119254e-19
1.0557600831110402e-05,9.272920248155657e-20
1.0664413842589354e-05,5.559549050832421e-20
1.0772307499150825e-05,1.191988947769465e-19
1.0881292733861641e-05,3.4545980358076175e-20
1.0991380590400314e-05,4.282932602194071e-20
1.1102582224176096e-05,2.3538413371089237e-20
1.121490890345936e-05,4.587888664602791e-20
1.1328372010523488e-05,2.6237176839878826e-20
1.1442983042798192e-05,1.5884214911351688e-20
1.1558753614034616e-05,2.03966788330144e-20
1.1675695455482168e-05,1.8348453698328034e-20
1.179382041707726e-05,1.4046213444912574e-20
1.1913140468644079e-05,3.774520978711953e-20
1.2033667701107534e-05,1.22346438919674e-20
1.2155414327718456e-05,2.333460107350743e-20
1.2278392685291146e-05,1.431295788635175e-20
1.2402615235453538e-05,1.913621167868899e-20
1.2528094565909932e-05,2.576943599319549e-20
1.2654843391716526e-05,2.6490328341432867e-20
1.2782874556569867e-05,2.6885375123144633e-20
1.2912201034108344e-05,3.7165914490783143e-20
1.304283592922682e-05,3.068902068648492e-20
1.3174792479404527e-05,2.3172196022333787e-20
1.330808405604651e-05,3.0720120815684766e-20
1.3442724165838563e-05,2.7673883754124984e-20
1.3578726452115864e-05,1.813030115321932e-20
1.3716104696245496e-05,3.426296126478904e-20
1.3854872819022925e-05,1.7201753093469097e-20
1.3995044882082648e-05,1.7474251944308493e-20
1.4136635089323047e-05,2.9703744924147424e-20
1.427965778834575e-05,1.8744444863576747e-20
1.4424127471909431e-05,2.5820130362447735e-20
1.4570058779398442e-05,2.202411470585253e-20
1.4717466498306238e-05,2.1903569924378194e-20
1.4866365565733793e-05,1.5342010847505817e-20
1.5016771069903256e-05,1.717178141703545e-20
1.5168698251686816e-05,1.7937685340543582e-20
1.532216250615113e-05,1.6537935007010138e-20
1.5477179384117306e-05,2.340181190976881e-20
1.563376459373673e-05,2.6013534895371525e-20
1.5791934002082732e-05,5.252461084129779e-20
1.595170363675852e-05,4.9597591610927345e-20
1.6113089687521214e-05,3.648756657744457e-20
1.6276108507922453e-05,2.124640324516668e-20
1.6440776616965427e-05,3.498737010874767e-20
1.6607110700778858e-05,1.862300431776955e-20
1.6775127614307886e-05,2.1377030088874424e-20
1.6944844383021846e-05,1.0347572481900034e-20
1.7116278204639664e-05,2.781610254701413e-20
1.7289446450872453e-05,1.42860322847549e-20
1.746436666918378e-05,2.574076256813137e-20
1.764105658456788e-05,2.6142298803361747e-20
1.7819534101345724e-05,2.1122792700957455e-20
1.7999817304979264e-05,1.7372608093940224e-20
1.8181924463904074e-05,1.1713834872261354e-20
1.8365874031380584e-05,1.3135714605116919e-20
1.8551684647363934e-05,1.0395925806853127e-20
1.8739375140392764e-05,1.7590989708894228e-20
1.8928964529497235e-05,1.269043275398155e-20
1.912047202612618e-05,1.9366600792570162e-20
1.9313917036093908e-05,2.1028722576513455e-20
1.9509319161546573e-05,1.616742725206058e-20
1.9706698202948495e-05,2.2477411044635797e-20
1.9906074161088646e-05,7.754641634714653e-20
2.010746723910726e-05,3.3996444188732094e-20
2.031089784454316e-05,3.2935776033741097e-20
2.051638659140166e-05,2.4383624257982763e-20
2.0723954302243366e-05,2.0485949648171646e-20
2.093362201029424e-05,1.3874114064912206e-20
2.1145410961576904e-05,1.896570181568361e-20
2.13593426170635e-05,1.944007097978317e-20
2.157543865485045e-05,1.5339139267288503e-20
2.1793720972355117e-05,1.8729512676737038e-20
2.2014211688534648e-05,2.937132163211764e-20
2.223693314612742e-05,2.8757529877297053e-20
2.2461907913916974e-05,2.1790065724450204e-20
2.2689158789019062e-05,1.8957817397705218e-20
2.2918708799191632e-05,1.6913022839581335e-20
2.3150581205168293e-05,3.8104785928434386e-20
2.338479950301542e-05,1.7384608797438186e-20
2.362138742651298e-05,3.48902444617652e-20
2.386036894955959e-05,1.9001227019520776e-20
2.4101768288601787e-05,1.3549437276907966e-20
2.4345609905087946e-05,3.34279789099908e-20
2.459191850794699e-05,2.8905695154448435e-20
2.484071905609221e-05,1.8226549361071878e-20
2.5092036760950417e-05,2.4269488150215805e-20
2.5345897089016613e-05,1.891073730175025e-20
2.5602325764434616e-05,4.103811666407091e-20
2.5861348771603644e-05,2.3588820136766332e-20
2.612299235781146e-05,3.3991174577659974e-20
2.6387283035894042e-05,3.1684819726161944e-20
2.6654247586922134e-05,3.638577562123004e-20
2.6923913062915056e-05,1.5728036969246973e-20
2.7196306789581923e-05,2.823642575566566e-20
2.7471456369090625e-05,3.0220540700482994e-20
2.774938968286478e-05,3.311537136837715e-20
2.8030134894409015e-05,1.849974836909075e-20
2.8313720452162875e-05,2.3123838261237202e-20
2.860017509238351e-05,5.157550890469956e-20
2.8889527842057546e-05,4.8975953457337844e-20
2.9181808021842565e-05,6.492190160750012e-20
2.947704524903805e-05,5.268836094576486e-20
2.9775269440586706e-05,1.8001946574188316e-20
3.0076510816105894e-05,2.7652659624034034e-20
3.0380799900949955e-05,2.6157803862725416e-20
3.0688167529303325e-05,1.3194133964513075e-19
3.0998644847304986e-05,6.610305159627652e-20
3.131226331620469e-05,1.1682286970183436e-20
3.162905471555087e-05,3.94631147111029e-20
3.194905114641093e-05,3.371434318588046e-20
3.2272285034624144e-05,9.372198871242798e-20
3.25987891340875e-05,1.8302595313922552e-19
3.2928596530074564e-05,3.901578275040241e-20
3.326174064258815e-05,4.937504886903791e-20
3.359825522974679e-05,2.0977715072435578e-20
3.393817439120564e-05,4.7859894387946105e-20
3.428153257161163e-05,1.532819682650013e-19
3.462836456409406e-05,2.1871090613385093e-19
3.497870551379004e-05,6.095103516271767e-20
3.5332590921405923e-05,4.666254731328432e-20
3.5690056646814686e-05,1.7406293500880902e-20
3.605113891268964e-05,4.181086681860915e-20
3.6415874308174907e-05,9.331439970693168e-20
3.678429979259304e-05,2.315786426195876e-19
3.715645269919035e-05,6.653069785846003e-20
3.753237073891968e-05,1.177600640661709e-20
3.7912092004261996e-05,4.228448471432853e-20
3.829565497308625e-05,1.77543915564738e-20
3.868309851254842e-05,1.857393165192732e-20
3.9074461883030004e-05,8.551104741385874e-20
3.946978474211626e-05,5.531392650469322e-19
3.986910714861493e-05,2.2410239290573967e-19
4.027246956661541e-05,1.9529710056109666e-20
4.067991286958905e-05,1.0897288033480265e-20
4.109147834453088e-05,1.8827085787841736e-20
4.1507207696143406e-05,2.6933302118984107e-20
4.192714305106256e-05,3.5244693373654726e-20
4.235132696212654e-05,1.7414026856054225e-19
4.2779802412687685e-05,1.2004834141224097e-19
4.321261282096806e-05,2.381171190672231e-20
4.364980204445913e-05,9.805257192532085e-21
4.409141438436596e-05,2.743404361531976e-20
4.453749459009628e-05,1.546008502172982e-20
4.498808786379513e-05,9.632024123200107e-21
4.544323986492513e-05,1.0575052635534485e-20
4.5902996714893334e-05,6.739370286317852e-20
4.636740500172479e-05,6.220697356507557e-19
4.683651178478333e-05,3.5113287554028564e-19
4.731036459954026e-05,2.1731820848212566e-20
4.778901146239127e-05,5.666531259646066e-21
4.8272500875521825e-05,5.358399821890728e-21
4.876088183182213e-05,9.646862581756506e-21
4.925420381985174e-05,3.124165708261337e-20
4.9752516828854115e-05,3.4805034530357324e-20
